extra	cairo	1.18.4-1	d3d64a92e050a35877154ae55391221b999f300fc8fecda5ff012c4bc8ab5a7e	cairo-1.18.4-1-aarch64.pkg.tar.zst
extra	default-cursors	3-1	ae52028372c3b2f66547baab41f1614b25472489d927b1a50b596bb8df7c056e	default-cursors-3-1-any.pkg.tar.zst
extra	adwaita-fonts	49.0-2.2	b121e977fe1f6715ad7c710734e8490923f4e84a2cee5053e55e8d256be0cbfb	adwaita-fonts-49.0-2.2-any.pkg.tar.zst
extra	fontconfig	2:2.17.1-1	10c55d9d0abca7ea40d778b34cb2fce5f39974042f4f6681c4c541fa24dc771f	fontconfig-2:2.17.1-1-aarch64.pkg.tar.zst
extra	freetype2	2.14.1-1	41e077053d6227d02217b609dc5dd8d3c478df2148ff6c9ffac7546645615c7f	freetype2-2.14.1-1-aarch64.pkg.tar.zst
extra	fribidi	1.0.16-2	111a98b837dc6b5d9008b4c3a19bc5baffbcb1096625d758aeb1d51a6e507e3d	fribidi-1.0.16-2-aarch64.pkg.tar.zst
extra	graphite	1:1.3.14-5	5fd8471f8c946c2f8b5d21896e640c66b8842e9484f79d7b09963f728b749c23	graphite-1:1.3.14-5-aarch64.pkg.tar.zst
extra	harfbuzz	12.2.0-2	2b4d41a064abd5fc0c3fd1835811367f1304243bfea173277ecf6dc63b4e5c62	harfbuzz-12.2.0-2-aarch64.pkg.tar.zst
extra	libdatrie	0.2.13-4.2	cbdca76c190f294636a1814e66663065e1d72a695a3934552ca9278f26968490	libdatrie-0.2.13-4.2-aarch64.pkg.tar.zst
extra	libdecor	0.2.4-1	73380d2f93893078c64859be2d0bd279361f010b685ca1d75858a031b2dbc035	libdecor-0.2.4-1-aarch64.pkg.tar.zst
extra	libdrm	2.4.129-1	3307b5732bdaa2fbe0a0a5ec3d1612b07259df7e608a8180bf6af2e74d4775d8	libdrm-2.4.129-1-aarch64.pkg.tar.zst
core	libedit	20250104_3.1-1	5570f44f0ab7649f78d59bfbb41a13e3796e85cfe351597d1ec042cbf168742b	libedit-20250104_3.1-1-aarch64.pkg.tar.zst
core	nspr	4.38.2-1	8f1ad44d9f9caf9dddf1c54de56ce9c0398770068df57f688c692729a1702b14	nspr-4.38.2-1-aarch64.pkg.tar.zst
core	nss	3.117-1	6343c823dd31c955cd92ae690e45b811d1deee5e42c00ee2ce51ae7fe47bc550	nss-3.117-1-aarch64.pkg.tar.zst
extra	libei	1.5.0-1	e327b252ec7f484dadc6cc98500d429283e21bf8ad537053e2f75ca5fd81fc34	libei-1.5.0-1-aarch64.pkg.tar.zst
extra	libepoxy	1.5.10-3	e31b35835f495a2cfbc3ffeb001793a56e2cca3b8e2051d00654fb0376916461	libepoxy-1.5.10-3-aarch64.pkg.tar.zst
extra	libevdev	1.13.5-1	166a147c63b838f7b133140ef25982ccbcefb9bf4d9a3b853ca86c15b3824013	libevdev-1.13.5-1-aarch64.pkg.tar.zst
extra	libfontenc	1.1.8-1	774e3ef64877a1d75dd922dbe38fb87ab43d8e4e9522b75166d324d92456e142	libfontenc-1.1.8-1-aarch64.pkg.tar.zst
extra	libglvnd	1.7.0-3	071bbab48c59c4a546be845ad7ea29d4bd51624b961a7e877fc154a465d868f8	libglvnd-1.7.0-3-aarch64.pkg.tar.zst
extra	libibus	1.5.32-1	e6d87adcd33d7f8e3c65091f2fa6fdb829eefff3c8d3262475062e5e17525cc2	libibus-1.5.32-1-aarch64.pkg.tar.zst
extra	libpciaccess	0.18.1-2	6457a51dda866961a083bac166646205edf31a621f7f83b8a096d1a7825b388c	libpciaccess-0.18.1-2-aarch64.pkg.tar.zst
extra	libpng	1.6.50-1	544406af54d28c118753362219cc6204c5ef75972e61202aa0184ec07589aff8	libpng-1.6.50-1-aarch64.pkg.tar.zst
extra	libthai	0.1.29-3.2	c8edd3a8b26de80fe25b1d24568ca2d2d025fa9ec95d6db369cfa029b16629c5	libthai-0.1.29-3.2-aarch64.pkg.tar.zst
extra	libx11	1.8.12-1	d8683fa052f946a474f668428986c73120c8ddefde2cbaf97cfe1be3aab1f9bf	libx11-1.8.12-1-aarch64.pkg.tar.zst
extra	libxau	1.0.12-1	0ff8f3ed8ce34ffb0058c074029e170dec24dbb10e1d2d62af3bc7c7a2f81da1	libxau-1.0.12-1-aarch64.pkg.tar.zst
extra	libxcb	1.17.0-1	0db12db6b386cf9f009153e560301dc20b32b8950fe8f996394a6ee14a7a9251	libxcb-1.17.0-1-aarch64.pkg.tar.zst
extra	libxcomposite	0.4.6-2	b669877d0c418bf38673b04eb0459992faff9da91d2d3ac1854f146f0b0eff18	libxcomposite-0.4.6-2-aarch64.pkg.tar.zst
extra	libxcvt	0.1.3-1	e6889e9b094c6455df8a6444c9940476172f3fb89fb9076a304a0a964e64a122	libxcvt-0.1.3-1-aarch64.pkg.tar.zst
extra	libxdamage	1.1.6-2	7dd0c6f86a7c5d4850dfa4a3d68aa5c0cddad0b9998ef33f540abfb8caf51a35	libxdamage-1.1.6-2-aarch64.pkg.tar.zst
extra	libxdmcp	1.1.5-1	2085d8683f5194e84336ca8131181c7a30d5a5efbfede0f74b7f32c160a161ea	libxdmcp-1.1.5-1-aarch64.pkg.tar.zst
extra	libxext	1.3.6-1	9311483a7e216ce2760baa8b6a3e84f3fea313508df637dddea80f9b0356aa01	libxext-1.3.6-1-aarch64.pkg.tar.zst
extra	libxfixes	6.0.2-1	739c5681fb311298e661eaaf76cef39458181b6acfc71d527908446d466326fd	libxfixes-6.0.2-1-aarch64.pkg.tar.zst
extra	libxfont2	2.0.7-1	bd2671b45d4b5acf8f203a7ff98194750f6f5e3b6b51d1dde36c6c7cf5f4e7ca	libxfont2-2.0.7-1-aarch64.pkg.tar.zst
extra	libxft	2.3.9-1	4f5743f0c6e7f0ab9636b21992e09ac1dd0a46a43c15a5aa082619f024c24e6d	libxft-2.3.9-1-aarch64.pkg.tar.zst
extra	libxi	1.8.2-1	2ecac1e436f0b5fc249e597d180603097f52b46d43c9175ef53b814a8d9d4bcc	libxi-1.8.2-1-aarch64.pkg.tar.zst
extra	libxkbcommon	1.13.0-1	203009e542567056af118956bd974934b4b820dfb0ce6bbe635791d8eb6d48aa	libxkbcommon-1.13.0-1-aarch64.pkg.tar.zst
extra	libxkbfile	1.1.3-1	b7aa2dab4f212d511af47d6d5258196c847a9eba9881417d9ad1f5ac3adc2116	libxkbfile-1.1.3-1-aarch64.pkg.tar.zst
extra	libxrandr	1.5.4-1	e95dab93d8decc216febb378b5548006ac20a006128bcb4fcfb9fb176f5181a2	libxrandr-1.5.4-1-aarch64.pkg.tar.zst
extra	libxrender	0.9.12-1	ef4fd7f2535503bca6956f6d665e02c6c6ff3b48e75a8703dd211aa3af86a673	libxrender-0.9.12-1-aarch64.pkg.tar.zst
extra	libxshmfence	1.3.3-1	02c67ce63904c360ceaa7c8f406b1211e8257fbc05f7bd26dceb0ba941c8a81e	libxshmfence-1.3.3-1-aarch64.pkg.tar.zst
extra	libxtst	1.2.5-1	a5f7228858f771a19c7eb64f4df41dd2f08579f567b7c7df1b23e58dec9079a8	libxtst-1.2.5-1-aarch64.pkg.tar.zst
extra	libxxf86vm	1.1.6-1	12f5924da46f9c14bc211b6c9bd1e4378786e3aca46449564b000b78c25d8d1f	libxxf86vm-1.1.6-1-aarch64.pkg.tar.zst
extra	llvm-libs	21.1.5-1	7582d9f15d7b58be812eab8fb54fa2b41cad2b9110deffcb8d77fd693fe76346	llvm-libs-21.1.5-1-aarch64.pkg.tar.zst
extra	lm_sensors	1:3.6.2-1.2	0227689b3ff48c3f9bf51eca86334c9dd1cf408efc60fa0867681cb177fa5a85	lm_sensors-1:3.6.2-1.2-aarch64.pkg.tar.zst
core	lzo	2.10-5	ff11d9a5060ae28fbece3faad126724314232747cc09b836157f02ee09d3869a	lzo-2.10-5-aarch64.pkg.tar.zst
extra	mesa	1:25.2.7-1	f30cf864cf9c76a160fbbf1ea0344f3207fcfae5422daa12501c2818fee9e9de	mesa-1:25.2.7-1-aarch64.pkg.tar.zst
extra	pango	1:1.57.0-2	2c747bc0f8e09206376d2af888e044a036a6370d6f2d06de33066f887da54e99	pango-1:1.57.0-2-aarch64.pkg.tar.zst
extra	pixman	0.46.4-1	b2133d3630f753b60d09140d5ba500f82e7bbcba7605b90c027a9900d57be6f7	pixman-0.46.4-1-aarch64.pkg.tar.zst
extra	spirv-tools	1:1.4.328.1-1	a2d7159f13cbef707f036161c5ce1029d51716afed2b3402f72e3fbca1488606	spirv-tools-1:1.4.328.1-1-aarch64.pkg.tar.zst
extra	vulkan-freedreno	1:25.2.7-1	a48e918fdc0a7548d06182b0d3ddfc7cdf53a8266fea367509ecdfc0d6def9ac	vulkan-freedreno-1:25.2.7-1-aarch64.pkg.tar.zst
extra	vulkan-icd-loader	1.4.328.1-1	87e4d267ebaa60d73ad2dc03f22b5d2bde21efaeee1265c72e16a72b6e9019ce	vulkan-icd-loader-1.4.328.1-1-aarch64.pkg.tar.zst
extra	vulkan-mesa-device-select	1:25.2.7-1	b944258272720e6ffbbca6fade3188164b15cefe042e7c59fcf3a9c63f175613	vulkan-mesa-device-select-1:25.2.7-1-aarch64.pkg.tar.zst
extra	wayland	1.24.0-1	a7869a1679eeb0d8a02e690bf13939a5f103cb354e7f46dca3f5395b14c8f940	wayland-1.24.0-1-aarch64.pkg.tar.zst
extra	xcb-proto	1.17.0-3	ebc4faca3df7cba10217f5f3f9ba6b4415c159d0a40caf632f3e38b0d9d68ce5	xcb-proto-1.17.0-3-any.pkg.tar.zst
extra	xcb-util-keysyms	0.4.1-5	acb7990422b639254cef13828d6ccd7b7e524c6a3caac2cbace9e0937ac206ca	xcb-util-keysyms-0.4.1-5-aarch64.pkg.tar.zst
extra	xkeyboard-config	2.46-1	bb05062525f80ac6975f403470644af840ff294e0ddc526d645afa6caa44e18d	xkeyboard-config-2.46-1-any.pkg.tar.zst
extra	xorg-fonts-encodings	1.1.0-1	2999e3fe140bc7b0d3b31b48f0ebcabfe6371087024eaf1c8f591785846318b3	xorg-fonts-encodings-1.1.0-1-any.pkg.tar.zst
extra	xorg-server-common	21.1.20-1	760de247b3a768d1a4b5c865d6061b6e0f38b6cf739aebd6d98fc7ec8dee032b	xorg-server-common-21.1.20-1-aarch64.pkg.tar.zst
extra	xorg-setxkbmap	1.3.4-2	fb60ee97e6b9c5668efad62f8e3acb58a09592b7332e8b0d70a928483bc418e7	xorg-setxkbmap-1.3.4-2-aarch64.pkg.tar.zst
extra	xorg-xkbcomp	1.4.7-1	feed56f8f498415347eaed46a737b9672fba514f5860e22bcd599e974c99aaa6	xorg-xkbcomp-1.4.7-1-aarch64.pkg.tar.zst
extra	xorg-xwayland	24.1.9-1	bfb9cfd9681bb23f4fcc615636b3e19b4c3850978cd7068d7cc81cdbbf851e33	xorg-xwayland-24.1.9-1-aarch64.pkg.tar.zst
extra	xorgproto	2024.1-2	4892d1eecc171a523741f6bbd052feec908b1161640155878a7815a073b1f583	xorgproto-2024.1-2-any.pkg.tar.zst
extra	adwaita-cursors	49.0-1	3849cc497e8c0e80d17675e847e28622466d2992ca25919fb37667b570254b30	adwaita-cursors-49.0-1-any.pkg.tar.zst
extra	adwaita-icon-theme	49.0-1	0a65c18d218cf26a17547ee60913485b650db86588f8b25a98556b0fef30f214	adwaita-icon-theme-49.0-1-any.pkg.tar.zst
extra	adwaita-icon-theme-legacy	46.2-3	c14690d14e1d8a67e6b5570a2b28a2da6de4ebeb592a629b2a70e41411bafc5a	adwaita-icon-theme-legacy-46.2-3-any.pkg.tar.zst
extra	at-spi2-core	2.58.1-2	228d03a47d94a456fec1d54a4d91ac6b1723d51a2cdbb72d469a07576cf082b9	at-spi2-core-2.58.1-2-aarch64.pkg.tar.zst
extra	avahi	1:0.9rc2-1	ada1f3f79978ad0e7a6ffb290e5aecc7dcf9c4c10b02d6523f81787b24f270d9	avahi-1:0.9rc2-1-aarch64.pkg.tar.zst
extra	bubblewrap	0.11.0-1	e654a794dc3ab778cb060f7413ef9460e069d4229654ac7df152d3a598a29e2a	bubblewrap-0.11.0-1-aarch64.pkg.tar.zst
extra	dav1d	1.5.2-1	7ff03e96707f7be022b88dac8501556dccd91686d39f5eb960016c2deb00488b	dav1d-1.5.2-1-aarch64.pkg.tar.zst
extra	dconf	0.49.0-1	2a1ab3161420deb4abd5dcfbd4ebba62211fd4923ed407359535b4a750868d3a	dconf-0.49.0-1-aarch64.pkg.tar.zst
extra	desktop-file-utils	0.28-1	ba2a87da6581763019780c9bdaa47ba0b7e24dee3e186f973e76d2041fb5a237	desktop-file-utils-0.28-1-aarch64.pkg.tar.zst
extra	duktape	2.7.0-7	24807fc3fa8d08db6ae5b8fd262ffcbb957a2380ed6113e5f30dccd5e1ff1935	duktape-2.7.0-7-aarch64.pkg.tar.zst
extra	gdk-pixbuf2	2.44.4-1	b02cb85da7c997dc976d0e58b97d878cdf85b7e246c940e09749f5fa1a5cb164	gdk-pixbuf2-2.44.4-1-aarch64.pkg.tar.zst
extra	giflib	5.2.2-2	d097293bb54b251d309f4061164b7fe698bd5e8549ac34bec538ad2fa2cd3fa8	giflib-5.2.2-2-aarch64.pkg.tar.zst
extra	glib-networking	1:2.80.1-1	f68eda63052f47d90c203571c28315b4d8ad44d492612c5adb7fed909460f27b	glib-networking-1:2.80.1-1-aarch64.pkg.tar.zst
extra	glycin	2.0.7-1	a68d2e0fcfd4641ec8c19163c3b735650adb434c480038b4545cbe867908c408	glycin-2.0.7-1-aarch64.pkg.tar.zst
extra	gperftools	2.17.2-1	56257180c947aafe4599da2c8ff97fc02e32057a11e0b9a03f5c50d85f92f6e3	gperftools-2.17.2-1-aarch64.pkg.tar.zst
extra	gsettings-desktop-schemas	49.1-1	d8c9f6ee16566bbb178eadea307e337a62e19fc6c1c0fed75a355f9d257a8ac0	gsettings-desktop-schemas-49.1-1-any.pkg.tar.zst
extra	gsettings-system-schemas	49.1-1	46c1684fb36b7601f60d5aca1ac3552b0d9a042278b30fdc393c1dae40303c5d	gsettings-system-schemas-49.1-1-any.pkg.tar.zst
extra	gtest	1.17.0-1	b21385658d601c17ff55c389b1b3c91bd3e80dcbd73b00dec8f8ef4847b37b6c	gtest-1.17.0-1-aarch64.pkg.tar.zst
extra	gtk-update-icon-cache	1:4.20.2-3	51279ea2c6d222eb3c4c78d685ea804a684151da48f234e3c14da3b08b2fa154	gtk-update-icon-cache-1:4.20.2-3-aarch64.pkg.tar.zst
extra	gtk3	1:3.24.51-1	58f627fbbe9d4df8e5103984b946d57b8504313174265167095beabe76213235	gtk3-1:3.24.51-1-aarch64.pkg.tar.zst
extra	hicolor-icon-theme	0.18-1	22ec69012b9a55e276b5891f916366f692541dce3793bff3e85a28a10b91990a	hicolor-icon-theme-0.18-1-any.pkg.tar.zst
extra	highway	1.3.0-1	25ed329d20c0e63eb152ec16f4305e2eb1c21df9688518885d2dacffe8752319	highway-1.3.0-1-aarch64.pkg.tar.zst
extra	iso-codes	4.19.0-1	f58c9265d83cd53ec0071545fb275ad273bc4d014c973a35c4fca8c2224994c6	iso-codes-4.19.0-1-any.pkg.tar.zst
extra	jbigkit	2.1-8.2	7ab8636db9aead92eee46123469adbd2c72775a45af6aa7a6fc766b36b83e319	jbigkit-2.1-8.2-aarch64.pkg.tar.zst
extra	json-glib	1.10.8-1	2d54c0fb011c320d8e45212ff49aebb3d48d763edcda3724d5550b562d3f3ccd	json-glib-1.10.8-1-aarch64.pkg.tar.zst
extra	lcms2	2.17-1	5eba0d94a02c830c9639473708e7ac5f2e069dd81b52e7f5c11f3c3b4d9c5375	lcms2-2.17-1-aarch64.pkg.tar.zst
extra	libcloudproviders	0.3.6-2	d6bc74d2fe6e8a1bf6db930698faa7184bc803c37dbd804d6faee9bcefa50f56	libcloudproviders-0.3.6-2-aarch64.pkg.tar.zst
extra	libcolord	1.4.8-1	19321861c7995e6d2adba1c7bf09e14be110e6c10c4283e722d609019e0c9e4b	libcolord-1.4.8-1-aarch64.pkg.tar.zst
extra	libcups	2:2.4.14-1	9213aaa189c79e534f014a134b675b18948502ded084542d496d5b0e5a7981f1	libcups-2:2.4.14-1-aarch64.pkg.tar.zst
extra	libdaemon	0.14-6	2b87acae2cfa1ee3bc1f54304ff88bbbf860dc3c0a5a17d7a6cb721593187fc7	libdaemon-0.14-6-aarch64.pkg.tar.zst
extra	libdeflate	1.24-1	3f9d7d6e88b00486f91d46acaba0c06205c1cc6e065fc844084431f3f1a873a8	libdeflate-1.24-1-aarch64.pkg.tar.zst
extra	libjpeg-turbo	3.1.2-1	8511477c4f80dcf368321fb17961a70bf107b7747f7f3a6b594ea69ccbaca1aa	libjpeg-turbo-3.1.2-1-aarch64.pkg.tar.zst
extra	libjxl	0.11.1-5	4116e3f9726f23cc1c5af3dd6c48b0120016ca9ccb8230ddf48ff8791c9a9196	libjxl-0.11.1-5-aarch64.pkg.tar.zst
extra	libproxy	0.5.11-1	099ae70c1a88104158ea98bf4797f0b687d0c96c886b75e27cb9d0fd61fb22aa	libproxy-0.5.11-1-aarch64.pkg.tar.zst
extra	librsvg	2:2.61.3-1	f46245dcc1b7c7a3c3546b576d6ab2a79f1f275924c36d3329cb5b4323a5c3a8	librsvg-2:2.61.3-1-aarch64.pkg.tar.zst
extra	libsoup3	3.6.5-1	fcfaa358cb12d747e423bcc265838cd05678734e69b261ff15e50bedd5ac2273	libsoup3-3.6.5-1-aarch64.pkg.tar.zst
extra	libstemmer	3.0.1-1	4f430bd9d25f9d3374b9544ef3b799ebfe8c11268a40ccb5f660a2b310c12778	libstemmer-3.0.1-1-aarch64.pkg.tar.zst
extra	libtiff	4.7.1-1	b5b7c13e76b6ea63411c69dfb83e5f42bff92b8f8cf082a2986caca9f0eea680	libtiff-4.7.1-1-aarch64.pkg.tar.zst
